CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U61100AN1979PTC000006,HINENGO LINES PRIVATE LIMITED.,Strike Off,Private,Company limited by Shares,Non-govt company,21-01-1979,Andaman and Nicobar Islands,1000000,0,`61100,"Transport, storage and Communications",xx xx AN IN 744101,RoC-Chennai,NA,NA,NA
U61100AN1983PTC000008,ANDAMAN SHIPPING COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-03-1983,Andaman and Nicobar Islands,1000000,0,`61100,"Transport, storage and Communications",xx xx AN IN 744104,RoC-Chennai,NA,NA,NA
U61100AN1985PLC000016,SHANTI SHIPPING COMPANY LIMITED,Active,Public,Company limited by Shares,Non-govt company,19-12-1985,Andaman and Nicobar Islands,7500000,0,`61100,"Transport, storage and Communications",Port Blair Port Blair AN IN 744104,RoC-Chennai,NA,NA,NA
U61100AN1988PTC000029,ISLAND MARINE TRANSPORTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,22-09-1988,Andaman and Nicobar Islands,1000000,0,`61100,"Transport, storage and Communications",Aberdeen Bazaar Port Blair Andaman AN IN 744104,RoC-Chennai,NA,NA,NA
U61100AN1992PTC000036,AQUA DYNAMICS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-04-1992,Andaman and Nicobar Islands,1000000,4000,`61100,"Transport, storage and Communications","Fore Shore Road Phoneix Bay, Port Blair South Andaman AN IN 744101",RoC-Chennai,NA,NA,NA
U61100AN1993PTC000037,SHAJEE SHIPPING COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-05-1993,Andaman and Nicobar Islands,1000000,20000,`61100,"Transport, storage and Communications",No 3 4 Krishna Building 1st Floor Haddo Road AN IN 744104,RoC-Chennai,NA,NA,NA
U61100AN1993PTC000038,ANDAMAN CARGO CARRIERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-08-1993,Andaman and Nicobar Islands,500000,15000,`61100,"Transport, storage and Communications",MG Road Middle Point Port Blair AN IN 744104,RoC-Chennai,NA,NA,NA
U61100AN1993PTC000040,INLAND MARINE WORKS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-12-1993,Andaman and Nicobar Islands,11000000,9100000,`61100,"Transport, storage and Communications","Guru Nanak Market, Aberdeen Port Blair Andaman AN IN 744104",RoC-Chennai,babu.badat@gmail.com,31-03-2015,31-03-2015
U61100AN1993PTC000041,RAJ MARINE SERVICES PRIVATE LIMITED.,Active In Progress,Private,Company limited by Shares,Non-govt company,08-12-1993,Andaman and Nicobar Islands,1000000,500000,`61100,"Transport, storage and Communications",Guru Nawak Market Aberdeen Port Blair Andaman Islands AN IN 744104,RoC-Chennai,rajcocal@yahoo.co.in,31-03-2017,31-03-2017
U61100AN1998PTC000058,KERSI NOBLE OCEANIC TRANSIT SYSTEMS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-02-1998,Andaman and Nicobar Islands,1000000,0,`61100,"Transport, storage and Communications","Lillypur, Haddoy Port Blair AN IN 744101",RoC-Chennai,NA,NA,NA
U61100AN1999PTC000062,SAPTAGIRI SHIPPING & CO. PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,29-11-1999,Andaman and Nicobar Islands,5000000,0,`61100,"Transport, storage and Communications",No10 Andhra Association Complex Aberdeen Bazar AN IN 744101,RoC-Chennai,NA,NA,NA
U61100AN2004PTC000074,MAK LOGISTICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-12-2004,Andaman and Nicobar Islands,30000000,2270000,`61100,"Transport, storage and Communications","ROOM NO 1 ,1ST FLOOR GANDHI BHAWAN PORT BLAIR AN IN 744101",RoC-Chennai,makpbl@yahoo.com,31-03-2017,31-03-2017
U61100AN2005PTC000075,I T T LINES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-06-2005,Andaman and Nicobar Islands,50000000,5000000,`61100,"Transport, storage and Communications","Supplyline, Mosque Building Room No. 7, 1st Floor Port Blair Andaman Islands AN IN 744101",RoC-Chennai,add_associates@yahoo.in,31-03-2017,31-03-2017
U61100AN2008PTC000096,RAHMAT SHIPPING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-03-2008,Andaman and Nicobar Islands,5000000,0,`61100,"Transport, storage and Communications",BABU LANE ABERDEEN BAZAR PORT BLAIR Andaman Islands AN IN 744101,RoC-Chennai,babu.badat@gmail.com,NA,NA
U61100AN2012PTC000186,STAR SHIPPING LOGISTICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-12-2012,Andaman and Nicobar Islands,5000000,4000000,`61100,"Transport, storage and Communications","RMS COMPLEX, NO. 83, MOULANA AZAD ROAD HPO BOX. 227, PHOENIX BAY, PORT BLAIR Andaman Islands AN IN 744101",RoC-Chennai,ravichandransca@yahoo.com,31-03-2017,31-03-2017
U61100AN2014PTC000237,GREEN OCEAN SEAWAYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-12-2014,Andaman and Nicobar Islands,2000000,1800000,`61100,"Transport, storage and Communications","NAYAAB OPP: ABC COLONY, SHADIPUR PORT BLAIR Andaman Islands AN IN 744106",RoC-Chennai,sunilsreedharan@gmail.com,NA,NA
U61100AN2017PTC005343,SEA CABS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-03-2017,Andaman and Nicobar Islands,1000000,100000,`61100,"Transport, storage and Communications",TEYLORABAD SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744105,RCAND,NVSABITH@GMAIL.COM,31-03-2017,31-03-2017
U61200AN2010PTC000134,SAKTHI SHIPPING SERVICES (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-03-2010,Andaman and Nicobar Islands,2000000,2000000,`61200,"Transport, storage and Communications",JUNGLIGHAT PORT BLAIR AN IN 744103,RoC-Chennai,babu.badat@gmail.com,31-03-2017,31-03-2017
U61200AN2010PTC000147,DOONGI DIVES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-11-2010,Andaman and Nicobar Islands,1000000,1000000,`61200,"Transport, storage and Communications",HAVELOCK PORT BLAIR AN IN 744206,RoC-Chennai,ROC@vlp.co.in,31-03-2017,31-03-2017
U61200AN2011PTC000149,DIVE ANDAMAN (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-01-2011,Andaman and Nicobar Islands,500000,100000,`61200,"Transport, storage and Communications",DIVE ANDAMAN (INDIA) PVT LTD 14/4 SHOP NO3 JN ROAD GOAL GHAR PORT BLAIR AN IN 744102,RoC-Chennai,ROC@VLP.CO.IN,31-03-2017,31-03-2017
U61200AN2012PTC000184,FULI AQUA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-11-2012,Andaman and Nicobar Islands,100000,100000,`61200,"Transport, storage and Communications",51 RABINDRA NAGAR LITTLE ANDAMAN Andaman Islands AN IN 744207,RoC-Chennai,ROC@VLP.CO.IN,NA,NA
U61200AN2017PTC005328,PRASANTA SHIPPING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-01-2017,Andaman and Nicobar Islands,1000000,1000000,`61200,"Transport, storage and Communications",PHOENIX BAY ANARKALI PORT BLAIR Andaman Islands AN IN 744101,RCAND,NIKHILKUMARDHALI75@GMAIL.COM,31-03-2017,31-03-2017
U61200AN2017PTC005341,NACHI MARINE SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-03-2017,Andaman and Nicobar Islands,1000000,100000,`61200,"Transport, storage and Communications",PROTHRAPUR SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744105,RoC-Chennai,kavitaravi75@outlook.com,31-03-2017,31-03-2017
U61200AN2017PTC005350,PROMILA SHIPPING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-04-2017,Andaman and Nicobar Islands,2500000,1200000,`61200,"Transport, storage and Communications",WANDOOR PO WANDOOR PORT BLAIR SOUTH ANDAMAN Andaman Islands AN IN 744103,RCAND,HARILAL8485@GMAIL.COM,NA,NA
U61200AN2017PTC005370,KUCHAT SHIPPING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-10-2017,Andaman and Nicobar Islands,100000,100000,`61200,"Transport, storage and Communications",KAKANA VILLAGE CAR NICOBAR NICOBAR Nicobar Islands AN IN 744301,RCAND,hsamuelkuchat@gmail.com,NA,NA
U62200AN2007PTC000227,ABLE AVIATION (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-2007,Andaman and Nicobar Islands,20000000,10000000,`62200,"Transport, storage and Communications","HOUSE NO.M.B-210, PART-II, NEAR INCOME TAX OFFICE VILL SHADIPUR PO, SHADIPUR PS PORT BLAIR AN IN 744106",RoC-Chennai,nadeem@able-aviation.com,31-03-2017,31-03-2017
U62200AN2010PTC000129,BIZ AVIATIONS AND LOGISTIC PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,13-01-2010,Andaman and Nicobar Islands,500000,500000,`62200,"Transport, storage and Communications","SHOP NO.2 MUNICIPAL SHOPPING COMPLEX, HADDO PORT BLAIR AN IN 744102",RoC-Chennai,mahabirtradingpb@yahoo.com,31-03-2015,31-03-2015
U63000AN2012PTC000175,SEA LINK AQUA VENTURES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,18-07-2012,Andaman and Nicobar Islands,1000000,150000,`63000,"Transport, storage and Communications","43, M.A ROAD PHOENIX BAY PORT BLAIR Andaman Islands AN IN 744101",RoC-Chennai,asif_spacelink@yahoo.com,NA,NA
U63000AN2014PTC000236,ANDAMAN GAME FISHING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-12-2014,Andaman and Nicobar Islands,500000,256270,`63000,"Transport, storage and Communications","ANARKALI COLONY, SHYAM NAGAR HAVELOCK Andaman Islands AN IN 744211",RoC-Chennai,babu.badat@gmail.com,31-03-2017,31-03-2017
U63010AN2015PTC000258,APT LOGISTICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-05-2015,Andaman and Nicobar Islands,100000,100000,`63010,"Transport, storage and Communications","NO.239, M G ROAD, 1st FLOOR, OPP AIRPORT ROAD LAMBA LINE, PORT BLAIR PORT BLAIR Andaman Islands AN IN 744103",RoC-Chennai,roc@vlp.co.in,31-03-2017,31-03-2017
U63010AN2015PTC000273,ONLINE ANDAMAN TRAVEL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-08-2015,Andaman and Nicobar Islands,500000,500000,`63010,"Transport, storage and Communications",PHOENIX BAY SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744102,RoC-Chennai,babu.badat@gmail.com,NA,NA
U63022AN1984PTC000013,ANDABAR COLD STORES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-11-1984,Andaman and Nicobar Islands,1000000,361000,`63022,"Transport, storage and Communications","LAMBA LANE, JUNGLIGHAT PORTBLAIR ANDAMANS AN IN 744103",RoC-Chennai,vaksusi@gmail.com,31-03-2017,31-03-2017
U63030AN2008PTC000097,SAGAR KUMARI SHIPPING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-03-2008,Andaman and Nicobar Islands,500000,500000,`63030,"Transport, storage and Communications",49/A BAMBOOFLAT PORT BLAIR Andaman Islands AN IN 744207,RoC-Chennai,vikaslalp@gmail.com,31-03-2011,31-03-2011
U63030AN2016OPC005312,MAKE MY JOURNEY (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,24-08-2016,Andaman and Nicobar Islands,100000,100000,`63030,"Transport, storage and Communications","3RD FLOOR, SHAROOPLAL BUILDING, MARTHOMA CURCH ROAD, GOAL GHAR PORTBLAIR Andaman Islands AN IN 744101",RoC-Chennai,IHAROY@GMAIL.COM,NA,NA
U63030AN2016PTC005299,ANDAMAN EXCURSION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-05-2016,Andaman and Nicobar Islands,1000000,100000,`63030,"Transport, storage and Communications","1st Floor, Radha Krishna Temple Complex JUNGLIGHAT PORT BLAIR Andaman Islands AN IN 744103",RoC-Chennai,babu.badat@gmail.com,NA,NA
U63030AN2017PTC005329,CUSP TRAVEL SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-01-2017,Andaman and Nicobar Islands,1000000,100000,`63030,"Transport, storage and Communications","486, BUNIYADABAD PORT BLAIR Andaman Islands AN IN 744102",RCAND,roseminegroup@gmail.com,NA,NA
U63030AN2017PTC005351,ANDAMAN BLUE QUEEN TRAVEL SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-2017,Andaman and Nicobar Islands,500000,100000,`63030,"Transport, storage and Communications","Bargat Line Village, Chakkargaon, Port Blair Tehsil, South Andaman Port Blair Andaman Islands AN IN 744112",RCAND,gsureshdebe@gmail.com,NA,NA
U63030AN2017PTC005379,GURUGRAM SIRSA TRANSPORT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-11-2017,Andaman and Nicobar Islands,1000000,100000,`63030,"Transport, storage and Communications",Mr. SURENDER SINGH SHEORAN GARACHARMA PORT BLAIR Andaman Islands AN IN 744105,RCAND,bizpackers2011@gmail.com,NA,NA
U63030AN2018PTC005400,YOUR DREAM JOURNEY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-03-2018,Andaman and Nicobar Islands,1000000,100000,`63030,"Transport, storage and Communications","1 ST FLOOR AB-31, NEAR RAM NIVAS LODGE BABU LANE PORT BLAIR Andaman Islands AN IN 744101",RCAND,djsajid22@gmal.com,NA,NA
U63031AN1993PTC000042,BAY ISLAND TRADING AND MARINE SERVICES PRIVATE LIMITED,Active In Progress,Private,Company limited by Shares,Non-govt company,13-12-1993,Andaman and Nicobar Islands,1000000,750300,`63031,"Transport, storage and Communications",Gurunanak Market Aberdeen Bazar Port Blair AN IN 744104,RoC-Chennai,cababubadat@gmail.com,31-03-2017,31-03-2017
U63031AN1995PTC000049,DOLPHIN AQUA PRODUCTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,07-03-1995,Andaman and Nicobar Islands,1000000,15000,`63031,"Transport, storage and Communications",12 Andhra Association Complex Gurdwara Road Port Blair AN IN 744101,RoC-Chennai,NA,NA,NA
U63040AN1987PTC000024,THE SAGAR TOURS & TRAVELS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-05-1987,Andaman and Nicobar Islands,1000000,0,`63040,"Transport, storage and Communications",xx xx AN IN 744104,RoC-Chennai,NA,NA,NA
U63040AN1995PTC000050,BABA TRAVELS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-10-1995,Andaman and Nicobar Islands,1000000,10000,`63040,"Transport, storage and Communications",Port Blair Andaman AN IN 744104,RoC-Chennai,NA,NA,NA
U63040AN1998PTC000060,ISLAND TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-10-1998,Andaman and Nicobar Islands,2500000,1103000,`63040,"Transport, storage and Communications",Travel House Aberdeen Bazar Port Blair AN IN 744101,RoC-Chennai,islandtravels@yahoo.com,31-03-2017,31-03-2017
U63040AN1999PTC000061,ANDAMAN TOURIST COTTAGE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,26-04-1999,Andaman and Nicobar Islands,1000000,10000,`63040,"Transport, storage and Communications",Babu Lane Port Blair AN IN 744101,RoC-Chennai,NA,NA,NA
U63040AN2006PTC000077,ANDAMAN EXPLORERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-07-2006,Andaman and Nicobar Islands,1000000,540000,`63040,"Transport, storage and Communications","WILD ORCHID, VIJAY NAGAR HAVELOCK ANDAMAN AN IN 744102",RoC-Chennai,babubadat@gmail.com,31-03-2013,31-03-2011
U63040AN2010PTC000143,ANDAMAN HOLIDAYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-05-2010,Andaman and Nicobar Islands,1000000,1000000,`63040,"Transport, storage and Communications","E-237, PONGY KYUANG, BEHIND ANAND OFFSET PRESS PORT BLAIR AN IN 744101",RoC-Chennai,dscchennai@yahoo.in,31-03-2017,31-03-2017
U63040AN2011PTC000154,FC TOURS AND RESORTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,23-03-2011,Andaman and Nicobar Islands,500000,100000,`63040,"Transport, storage and Communications","15/12, S.N.ROAD, GOAL GHAR PORT BLAIR Andaman Islands AN IN 744102",RoC-Chennai,ssaandco@yahoo.com,NA,NA
U63040AN2012PTC000168,ANDAMAN WORLD TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-01-2012,Andaman and Nicobar Islands,100000,100000,`63040,"Transport, storage and Communications",GARACHARMA-III/A PORT BLAIR AN IN 744105,RoC-Chennai,andamanworldtravels@gmail.com,31-03-2017,31-03-2016
U63040AN2012PTC000178,R D R TRAVEL ADVISORS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-08-2012,Andaman and Nicobar Islands,100000,100000,`63040,"Transport, storage and Communications","POST BOX NO-656 NEAR SHREE VENKATE SHWARA TEMPLE, HADDO PORT BLAIR Andaman Islands AN IN 744102",RoC-Chennai,ROC@VLP.CO.IN,NA,NA
U63040AN2014PTC000226,GLOBUS AVIATION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-07-2014,Andaman and Nicobar Islands,100000,100000,`63040,"Transport, storage and Communications",JN ROAD HADDO PORT BLAIR Andaman Islands AN IN 744102,RoC-Chennai,ROC@VLP.CO.IN,NA,NA
U63040AN2015PTC000245,HEAVEN ON OCEAN TOURISM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-02-2015,Andaman and Nicobar Islands,2500000,1122410,`63040,"Transport, storage and Communications","Survey No. 594, Near Range Office, Bathubasti Port Blair Andaman Islands AN IN 744105",RoC-Chennai,gauthamjai06@yahoo.co.in,31-03-2017,31-03-2017
U63040AN2015PTC000247,SANDS OF ANDAMAN TRAVEL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-02-2015,Andaman and Nicobar Islands,200000,100000,`63040,"Transport, storage and Communications","2ND CROSS, DEAN STREET, JUNGLIGHAT PORT BLAIR Andaman Islands AN IN 744103",RoC-Chennai,resrvation@sandsofandaman.com,31-03-2017,31-03-2016
U63040AN2015PTC000278,WEBPORT MEDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-12-2015,Andaman and Nicobar Islands,1000000,100000,`63040,"Transport, storage and Communications",B-11 BASEMENT COLONY ICY SPICY ISLAND ARCADE JUNGLIGHAT PORTBLAIR Andaman Islands AN IN 744103,RoC-Chennai,legal@webport.in,31-03-2016,31-03-2016
U63040AN2016PTC000288,WELCOME ANDAMAN TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-03-2016,Andaman and Nicobar Islands,100000,100000,`63040,"Transport, storage and Communications","NEAR AXIS BANK,BATHU BASTI, GARACHARMA,PORT BLAIR, ANDAMAN Andaman Islands AN IN 744105",RoC-Chennai,CONTACT@WELCOMEANDAMANISLANDS.COM,NA,NA
U63040AN2016PTC005306,BLUECRAFT HOLIDAYS LEISURE (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-06-2016,Andaman and Nicobar Islands,100000,100000,`63040,"Transport, storage and Communications",WARD NO.3 VILLAGE POST NIMBUTHALA RANGAT Andaman Islands AN IN 744205,RCAND,BLUECRAFTHOLIDAYS@GMAIL.COM,31-03-2017,31-03-2017
U63090AN2012PTC000179,WOODLAND TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-08-2012,Andaman and Nicobar Islands,200000,200000,`63090,"Transport, storage and Communications",SHOP NO. 6 ISLAND ARCADE JUNGLIGHAT PORT BLAIR Andaman Islands AN IN 744102,RoC-Chennai,babu.badat@gmail.com,31-03-2017,31-03-2016
U63090AN2013PTC000188,ANDAMAN VISION TOUR & TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-03-2013,Andaman and Nicobar Islands,100000,100000,`63090,"Transport, storage and Communications",DAIRY FARM OPP : VEER SAVARKAR INTERNATIONAL AIRPORT PORT BLAIR Andaman Islands AN IN 744101,RoC-Chennai,tanumaguha@gmail.com,NA,NA
U63090AN2015PTC000255,EXPERIENCE ANDAMANS TOURS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-04-2015,Andaman and Nicobar Islands,500000,500000,`63090,"Transport, storage and Communications","Dairy Farm, Port Blair, Andaman Islands Andaman Islands AN IN 744103",RoC-Chennai,azhar@experienceandamans.com,31-03-2017,31-03-2017
U63090AN2015PTC000256,BOND OCEAN SAFARI ANDAMAN PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-05-2015,Andaman and Nicobar Islands,1000000,1000000,`63090,"Transport, storage and Communications","H.NO.200, M G ROAD, OPP TCI SEAWAY, 1st FLOOR DHARMA BUILDING, JUNGLIGHAT, PORT BLAIR Andaman Islands AN IN 744103",RoC-Chennai,sandigit@gmail.com,NA,NA
U63090AN2015PTC000274,CLUB TAXI AND TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-09-2015,Andaman and Nicobar Islands,1000000,800000,`63090,"Transport, storage and Communications","SURVEY NO171, R.NO-1 ABERDEEN BAZAR PORT BLAIR Andaman Islands AN IN 744101",RoC-Chennai,ashah021211@gmail.com,NA,NA
U80301AN2009PTC000128,GREEN ISLANDS INSTITUTE OF COMPUTER TRAINING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,17-12-2009,Andaman and Nicobar Islands,100000,100000,`80301,"Community, personal & Social Services","House No. 01, Sitapur Rangat Post North and Middle Andaman Andaman Islands AN IN 744205",RoC-Chennai,tapasroy7@gmail.com,NA,NA
U80302AN2013PTC000187,TECH EDUCATION2 PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-01-2013,Andaman and Nicobar Islands,1000000,750000,`80302,"Community, personal & Social Services","SURVEY No-37/2, No-22, CHURCH LANE GOALGHAR, CARMAL SCHOOL ROAD PORT BLAIR Andaman Islands AN IN 744102",RoC-Chennai,roc.casatya@gmail.com,NA,NA
U80901AN2015NPL000248,VIDYA YUVAKENDRA FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,18-02-2015,Andaman and Nicobar Islands,500000,100000,`80901,"Community, personal & Social Services","FIRST FLOOR, SURVEY NO. 393/27 GARACHARMA-I PORT BLAIR Andaman Islands AN IN 744105",RoC-Chennai,subbiahandco@gmail.com,31-03-2016,31-03-2016
U85100AN2013PTC000193,ROHIN'S HOSPITAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-04-2013,Andaman and Nicobar Islands,200000,200000,`85100,"Community, personal & Social Services",M.B 27 AIR ROAD DELANIPUR P.O HADDO PORT BLAIR Andaman Islands AN IN 744102,RoC-Chennai,rohindra_lall@yahoo.com,31-03-2017,31-03-2017
U85193AN2014PTC000216,WELLCARE AYURVEDALAYAM (ANDAMAN) PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,28-02-2014,Andaman and Nicobar Islands,10000000,1000000,`85193,"Community, personal & Social Services",WELCARE AYURVEDIC HOSPITAL BUILDING RGT ROAD PORT BLAIR Andaman Islands AN IN 744101,RoC-Chennai,andamanhealth@gmail.com,31-03-2015,31-03-2015
U65100AN2013PTC000199,MALLICK CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-2013,Andaman and Nicobar Islands,100000,100000,`65100,Finance,"MESHACK MARKET, 2ND FLOOR ABERDEEN BAZAR PORT BLAIR Andaman Islands AN IN 744101",RoC-Chennai,mallickconsultancy@gmail.com,NA,NA
U65923AN1988PLC000030,ANDAMAN SAVINGS AND INDUSTRIAL INVESTMENTS (INDIA) LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,28-11-1988,Andaman and Nicobar Islands,200000,180000,`65923,Finance,Seashore Road Po.Haddo AN IN 744102,RoC-Chennai,NA,NA,NA
U65923AN1993PTC000039,YOGI FINANCE AND INVESTMENTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-10-1993,Andaman and Nicobar Islands,30000000,22643280,`65923,Finance,"care-Bombay Textiles,90/1 Aberdeen bazar, Lakshminaryan Temple, Port Blair AN IN 744101",RoC-Chennai,mehtakolkata@vsnl.net,31-03-2017,31-03-2017
U65923AN2015PTC000260,ISLANDERS MARGIN FREE FINSERVICE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-05-2015,Andaman and Nicobar Islands,500000,400000,`65923,Finance,"Rahiman Basera, First Floor, Marine Hill (Village Phoenix Bay) Port Blair Andaman Islands AN IN 744101",RoC-Chennai,kesavan@icai.org,NA,NA
U92400AN2007PTC000091,MAINAK PROJECTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-12-2007,Andaman and Nicobar Islands,5000000,2035500,`92400,"Community, personal & Social Services",M.B 31 MIDDLE POINT PORT BLAIR AN IN 744101,RoC-Chennai,mainak_pbl_andamans@yahoo.co.in,31-03-2017,31-03-2017
U92400AN2008PTC000103,ANDAMAN BUBBLES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-10-2008,Andaman and Nicobar Islands,2000000,800000,`92400,"Community, personal & Social Services",TOWER HOUSE ABERDEEN BAZAR PORT BLAIR AN IN 744101,RoC-Chennai,mhjadwet@hotmail.com,31-03-2017,31-03-2017
U92410AN2015PTC000263,MANTRA WATER SPORTS EQUIPMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-2015,Andaman and Nicobar Islands,100000,100000,`92410,"Community, personal & Social Services","02 FORESHORE ROAD, NEAR CHATHAM POLICE STATION HADDO PO, VILLAGE HADDO , SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744102",RoC-Chennai,roc@vlp.co.in,31-03-2017,31-03-2017
U92410AN2016PTC005314,ECO DIVER INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-08-2016,Andaman and Nicobar Islands,100000,100000,`92410,"Community, personal & Social Services","No 104, Govindnager, Havekock South Andaman Andaman and Nicobar Islands Andaman Islands AN IN 744101",RCAND,info@ecodiver.in,NA,NA
U92412AN2015NPL000251,A&N CRICKET FEDERATION,Active,Private,Company limited by Shares,Non-govt company,10-03-2015,Andaman and Nicobar Islands,100000,100000,`92412,"Community, personal & Social Services","MB 1-132, Mazar Pahar, Shadipur Port Blair Andaman Islands AN IN 744106",RoC-Chennai,jainkgupta@gmail.com,NA,NA
